able,способный; умелый
sleeps,спит,,,,,
slowly,медленно,,,,,
small,маленький,,,,,
smaller,меньше,,,,,
smile,улыбка,,,,,
smoke,дым,,,,,
so,так,,,,,
soap,мыло,,,,,
soccer,футбол,,,,,
society,общество,,,,,
sofa,диван,,,,,
soil,почва,,,,,
soldiers,солдаты,,,,,
solution,решение,,,,,
some,некоторые; несколько,,,,,
someone,некто,,,,,
something,что-то,,,,,
sometimes,иногда,,,,,
son,сын,,,,,
song,песня,,,,,
soon,скоро,,,,,
sound,звук,,,,,
south,юг,,,,,
space,пространство,,,,,
spanish,испанский,,,,,
speaking,говорить,,,,,
special,специальный; особенный,,,,,
speech,речь,,,,,
speed,скорость,,,,,
spend,тратит; расходует; проводит время,,,,,
spoken,говорил,,,,,
sponge,губка,,,,,
spoon,ложка,,,,,
sports,спорт,,,,,
spring,весна,,,,,
square,площадь; сквер; квадрат,,,,,
staff,персонал,,,,,
stage,этап; стадия,,,,,
stamps,марки,,,,,
star,звезда,,,,,
start,начало,,,,,
starting,начинать,,,,,
starts,начинает,,,,,
station,станция,,,,,
stay,оставаться,,,,,
step,шаг,,,,,
still,до сих пор; еще,,,,,
stone,камень,,,,,
stop,останавливаться; остановить; остановка,,,,,
stopped,остановился,,,,,
story,рассказ,,,,,
strategy,стратегия,,,,,
streets,улицы,,,,,
strength,сила,,,,,
strike,забастовка,,,,,
string,строка; веревка; нить,,,,,
strong,сильный,,,,,
student,студент,,,,,
studies,изучение; исследование,,,,,
study,исследование; изучение; учиться,,,,,
studying,изучать,,,,,
style,стиль,,,,,
subject,тема; предмет,,,,,
subway,метро,,,,,
success,успех,,,,,
such,такие; эти; подобные,,,,,
suffer,страдать,,,,,
suitcase,чемодан,,,,,
sum,сумма,,,,,
summer,лето,,,,,
sun,солнце,,,,,
sunday,воскресенье,,,,,
support,поддерживать,,,,,
supports,поддерживает,,,,,
sure,конечно; уверен,,,,,
surface,поверхность,,,,,
surprise,сюрприз; удивление,,,,,
sweet,сладкий,,,,,
swim,плавать,,,,,
swimming,плавать; плавание,,,,,
swims,плавает,,,,,
symbol,символ,,,,,
system,система,,,,,
tables,столы,,,,,
take,взять; брать,,,,,
taken,взял; принял,,,,,
takes,берет,,,,,
taking,брать,,,,,
talk,говорить,,,,,
talking,разговаривать,,,,,
talks,разговаривает,,,,,
tall,высокий,,,,,
task,задача,,,,,
taxes,налоги,,,,,
teacher,учитель,,,,,
teaching,обучение,,,,,
team,команда,,,,,
technique,техника,,,,,
technology,технология,,,,,
teeth,зубы,,,,,
telephone,телефон,,,,,
television,телевизор,,,,,
tell,рассказать,,,,,
tells,рассказывает,,,,,
temperatures,температуры,,,,,
ten,десять,,,,,
tennis,теннис,,,,,
test,тест; проверка; анализ,,,,,
text,текст,,,,,
than,чем,,,,,
thank,благодарить,,,,,
that,что; которые; это,,,,,
theater,театр,,,,,
then,тогда,,,,,
theory,теория,,,,,
there,там,,,,,
these,эти,,,,,
things,вещи,,,,,
think,думать,,,,,
thinking,думать,,,,,
thinks,думает,,,,,
third,третий,,,,,
thirteen,тринадцать,,,,,
thirty,тридцать,,,,,
this,это; эта; эту,,,,,
those,тех; те; эти,,,,,
though,хотя,,,,,
thousands,тысячи,,,,,
threat,угроза,,,,,
three,три,,,,,
through,сквозь; через,,,,,
thursday,четверг,,,,,
time,время; раз; срок,,,,,
tired,усталый,,,,,
title,заголовок; название; звание,,,,,
to,на; для; в; до,,,,,
today,сегодня,,,,,
together,вместе,,,,,
told,сказал; рассказал,,,,,
tomorrow,завтра,,,,,
tongue,язык,,,,,
tonight,этим вечером,,,,,
too,слишком; тоже,,,,,
toothbrush,зубная щетка,,,,,
toothpaste,зубная паста,,,,,
top,верх,,,,,
total,полный; тотальный,,,,,
touch,прикосновение,,,,,
touching,касаться,,,,,
tourist,турист,,,,,
towards,в направлении к,,,,,
towers,башни,,,,,
town,город,,,,,
trade,торговля,,,,,
tradition,традиция,,,,,
traditional,традиционный,,,,,
traffic,трафик,,,,,
train,поезд,,,,,
training,тренировка,,,,,
transportation,транспорт,,,,,
travel,путешествия,,,,,
travels,путешествует,,,,,
treatment,лечение,,,,,
trees,деревья,,,,,
trend,тренд; тенденция,,,,,
tried,попробовал; попытался,,,,,
tries,пытается,,,,,
trip,поездка,,,,,
true,истинный,,,,,
trust,доверять,,,,,
truth,правда; истина,,,,,
try,попробовать,,,,,
trying,пытаться,,,,,
tuesday,вторник,,,,,
turn,поворот; поворот; очередь,,,,,
turned,повернулся; превратился; обернулся,,,,,
turns,поворачивает; превращает,,,,,
tv,телевизор,,,,,
twelve,двенадцать,,,,,
twenty,двадцать,,,,,
twice,дважды,,,,,
two,два,,,,,
types,типы,,,,,
umbrella,зонтик,,,,,
uncle,дядя,,,,,
under,под,,,,,
understand,понимать,,,,,
union,союз,,,,,
unit,единица,,,,,
universe,вселенная,,,,,
university,университет,,,,,
until,до,,,,,
up,вверх,,,,,
use,использовать,,,,,
uses,использует,,,,,
usually,обычно,,,,,
valley,долина,,,,,
value,ценность,,,,,
vehicle,транспортное средство,,,,,
version,версия,,,,,
very,очень,,,,,
victims,жертвы,,,,,
view,вид,,,,,
village,деревня,,,,,
violence,насилие,,,,,
violin,скрипка,,,,,
virus,вирус,,,,,
vision,видение,,,,,
visit,посещение,,,,,
visits,посещает,,,,,
voice,голос,,,,,
volcano,вулкан,,,,,
volleyball,волейбол,,,,,
volume,объем,,,,,
vote,голосование,,,,,
wait,ожидать; ждать,,,,,
waiter,официант,,,,,
waiting,ждать,,,,,
waitress,официантка,,,,,
wake,будить; просыпаться,,,,,
walk,прогулка; ходить,,,,,
walked,ходил; шел,,,,,
walking,ходить,,,,,
walks,ходит,,,,,
wall,стена,,,,,
wallet,кошелек,,,,,
want,хотеть,,,,,
wanted,хотел; захотел,,,,,
wants,хочет,,,,,
war,война,,,,,
watch,часы,,,,,
watches,смотрит; наблюдает,,,,,
watching,смотреть,,,,,
way,путь; способ,,,,,
weak,слабый,,,,,
wealth,богатство,,,,,
weapon,оружие,,,,,
wearing,носить,,,,,
weather,погода,,,,,
wednesday,среда,,,,,
week,неделя,,,,,
weight,вес,,,,,
well,хорошо,,,,,
west,запад,,,,,
wheel,колесо,,,,,
when,когда,,,,,
whenever,когда,,,,,
while,пока; хотя; во время,,,,,
whole,полный; целый,,,,,
wife,жена,,,,,
win,выигрывать,,,,,
wind,ветер,,,,,
window,окно,,,,,
wins,выигрывает,,,,,
winter,зима,,,,,
wish,желать,,,,,
wishes,желания; желает,,,,,
with,с,,,,,
without,без,,,,,
won,выиграл,,,,,
wood,дерево,,,,,
wooden,деревянный,,,,,
words,слова,,,,,
work,работа; работать,,,,,
workers,работники,,,,,
working,работать,,,,,
works,работает,,,,,
world,мир,,,,,
worse,хуже,,,,,
worst,худший,,,,,
worth,стоимость,,,,,
would,бы,,,,,
write,писать,,,,,
writer,писатель,,,,,
writes,пишет,,,,,
writing,писать,,,,,
written,написал,,,,,
wrong,неправильный,,,,,
yard,двор,,,,,
year,год,,,,,
yet,пока еще,,,,,
young,молодой,,,,,
younger,молодой,,,,,
youth,молодежь,,,,,
zone,зона,,,,,
zoo,зоопарк,,,,,
,,,,,,
